MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Lot.Shape,Land.Contour,Lot.Config,Land.Slope,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Roof.Style,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Fence,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice,Condition,HasShed,HasAlley,Exterior,Garage_Quality,Exterior_Quality,Garage.Age,Remod.Age,House.Age
30,RL,52.0,5825.0,IR1,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,4,5,Gable,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,Gd,Y,SBrkr,747.0,0.0,0.0,747.0,0.0,0.0,1.0,0.0,1.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,528.0,Y,0.0,0.0,32.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,4.902546779313991,Norm,False,False,MetalSd,TA_TA,TA_Gd,53.0,53.0,80.0
50,RL,92.0,7438.0,IR1,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,8,Gable,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,Gd,Y,SBrkr,936.0,316.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,Unf,2.0,576.0,Y,104.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,6.0,2006.0,GroupedWD,Normal,5.103803720955957,RoadsAndRailroad,False,False,AsbShng,TA_TA,TA_TA,20.0,15.0,98.0
20,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,915.0,Unf,0.0,336.0,1251.0,TA,Y,SBrkr,1433.0,0.0,0.0,1433.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Min1,1.0,Attchd,Unf,2.0,441.0,Y,144.0,0.0,205.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,5.20682587603185,Norm,False,False,WdShing,TA_TA,TA_TA,45.0,16.0,45.0
20,RL,89.0,10858.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,6,Gable,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1404.0,1444.0,Ex,Y,SBrkr,1624.0,0.0,0.0,1624.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,1.0,Attchd,RFn,1.0,240.0,Y,0.0,40.0,324.0,0.0,0.0,0.0,MnPrv,0.0,7.0,2006.0,GroupedWD,Partial,5.165837624690128,Roads,False,False,Wd Sdng,TA_TA,TA_Gd,54.0,54.0,54.0
20,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Gable,Stone,144.0,TA,TA,CBlock,TA,TA,No,ALQ,996.0,Unf,0.0,60.0,1056.0,Ex,Y,FuseA,1216.0,0.0,0.0,1216.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,Attchd,RFn,1.0,280.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2006.0,GroupedWD,Normal,5.1303337684950066,Norm,False,False,HdBoard,TA_TA,TA_TA,55.0,55.0,55.0
20,RL,89.0,10680.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,Hip,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,TA,N,FuseA,2136.0,0.0,0.0,2136.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Mod,0.0,Detchd,Unf,2.0,528.0,Y,0.0,30.0,0.0,0.0,0.0,0.0,MnPrv,0.0,10.0,2006.0,GroupedWD,Normal,5.139564266175849,Norm,False,False,Wd Sdng,TA_TA,TA_TA,55.0,55.0,55.0
50,RL,79.0,9490.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,6,7,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Rec,165.0,238.0,806.0,TA,Y,FuseA,958.0,620.0,0.0,1578.0,1.0,0.0,1.0,0.0,3.0,1.0,Fa,5.0,Typ,2.0,Attchd,Unf,1.0,240.0,Y,0.0,0.0,32.0,0.0,0.0,0.0,MnPrv,0.0,8.0,2006.0,GroupedWD,Normal,5.123851640967086,Roads,False,False,Wd Sdng,TA_TA,TA_TA,65.0,56.0,65.0
60,RL,79.0,9462.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,704.0,704.0,Gd,Y,FuseA,1024.0,704.0,0.0,1728.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Min1,1.0,Attchd,Unf,1.0,234.0,Y,245.0,60.0,0.0,0.0,0.0,0.0,MnPrv,0.0,7.0,2006.0,GroupedWD,Normal,5.136720567156407,Norm,False,False,Wd Sdng,TA_TA,TA_TA,57.0,33.0,57.0
20,RL,82.0,9888.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,TA,Y,FuseA,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,Unf,1.0,240.0,Y,0.0,0.0,160.0,0.0,0.0,0.0,MnPrv,0.0,3.0,2006.0,GroupedWD,Normal,5.08278537031645,Norm,False,False,MetalSd,TA_TA,TA_Gd,52.0,31.0,52.0
90,RL,68.0,8917.0,IR1,Lvl,Inside,Gtl,NAmes,Duplex,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,TA,Y,SBrkr,1584.0,0.0,0.0,1584.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,Detchd,Unf,2.0,506.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2006.0,GroupedWD,Normal,5.075546961392531,Norm,False,False,Plywood,TA_TA,TA_TA,39.0,39.0,39.0
80,RL,68.0,12700.0,IR1,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,6,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,307.0,1246.0,TA,Y,SBrkr,1246.0,0.0,0.0,1246.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Attchd,RFn,2.0,441.0,Y,0.0,69.0,0.0,0.0,0.0,0.0,NoFence,0.0,11.0,2006.0,GroupedWD,Normal,5.235528446907549,Norm,False,False,HdBoard,TA_TA,TA_TA,42.0,42.0,42.0
20,RL,85.0,8500.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,Hip,Other,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,TA,Y,SBrkr,1235.0,0.0,0.0,1235.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,2.0,480.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,0.0,12.0,2006.0,GroupedWD,Abnorml,4.993876914941211,Norm,False,False,HdBoard,TA_TA,TA_TA,45.0,45.0,45.0
60,RL,88.0,14200.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,2Story,7,6,Gable,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,479.0,924.0,Ex,Y,SBrkr,1216.0,941.0,0.0,2157.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,2.0,Attchd,Fin,2.0,487.0,Y,105.0,66.0,0.0,0.0,0.0,0.0,GdPrv,0.0,5.0,2006.0,GroupedWD,Normal,5.354108439147401,Norm,False,False,MetalSd,TA_TA,TA_TA,40.0,40.0,40.0
20,RL,75.0,9000.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936.0,TA,Y,SBrkr,1128.0,0.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Min1,0.0,Attchd,Unf,1.0,286.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,0.0,6.0,2006.0,GroupedWD,Family,5.071882007306125,Norm,False,False,Wd Sdng,TA_TA,TA_TA,52.0,52.0,52.0
Other,RL,174.0,25419.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,2Story,8,4,Gable,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,Gd,Y,SBrkr,1360.0,1360.0,392.0,3112.0,1.0,1.0,2.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,Detchd,Unf,2.0,795.0,Y,0.0,16.0,552.0,0.0,0.0,512.0,GdPrv,0.0,3.0,2006.0,GroupedWD,Abnorml,5.371067862271736,Roads,False,False,Stucco,TA_TA,Gd_Gd,88.0,16.0,88.0
20,RL,109.0,9723.0,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,7,Hip,BrkFace,332.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,TA,Y,SBrkr,1008.0,0.0,0.0,1008.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,RFn,2.0,430.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2006.0,GroupedWD,Normal,5.1303337684950066,Norm,False,False,MetalSd,TA_TA,TA_TA,43.0,43.0,43.0
90,RL,70.0,7728.0,Reg,Lvl,Inside,Gtl,NAmes,Duplex,SLvl,5,6,Hip,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,TA,Y,SBrkr,1190.0,0.0,0.0,1190.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,2.0,540.0,Y,0.0,18.0,0.0,0.0,0.0,0.0,GdWo,0.0,5.0,2006.0,GroupedWD,Normal,5.122215878272827,Norm,False,False,Wd Sdng,TA_TA,TA_TA,44.0,44.0,44.0
80,RL,70.0,8163.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,6,Gable,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,TA,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,RFn,1.0,796.0,Y,86.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2006.0,GroupedWD,Normal,5.155336037465061,Norm,False,False,HdBoard,TA_TA,TA_Gd,47.0,47.0,47.0
20,RL,70.0,8400.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,Gd,Y,SBrkr,1364.0,0.0,0.0,1364.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,RFn,1.0,331.0,Y,0.0,60.0,0.0,0.0,0.0,0.0,GdPrv,0.0,3.0,2006.0,GroupedWD,Normal,5.12057393120585,Roads,False,False,BrkFace,TA_TA,TA_TA,49.0,49.0,49.0
20,RL,80.0,11600.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,Hip,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565.0,Unf,0.0,818.0,1383.0,TA,Y,SBrkr,1383.0,0.0,0.0,1383.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,Attchd,RFn,1.0,292.0,Y,0.0,45.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2006.0,GroupedWD,Normal,5.162116141062368,Norm,False,False,Wd Sdng,TA_TA,TA_TA,46.0,46.0,46.0
20,RL,68.0,9610.0,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,6,Hip,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,918.0,1121.0,Ex,Y,FuseA,1336.0,0.0,0.0,1336.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,RFn,2.0,488.0,Y,80.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,12.0,2006.0,GroupedWD,Normal,5.209515014542631,Roads,False,False,Wd Sdng,TA_TA,TA_TA,48.0,48.0,48.0
80,RL,125.0,10000.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,SLvl,5,6,Hip,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,281.0,99.0,1058.0,Ex,Y,SBrkr,1370.0,0.0,0.0,1370.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Basment,RFn,1.0,300.0,Y,191.0,0.0,0.0,0.0,120.0,0.0,MnPrv,0.0,2.0,2006.0,GroupedWD,Normal,5.1702617153949575,Norm,False,False,Wd Sdng,TA_TA,TA_TA,50.0,50.0,50.0
20,RL,69.0,14850.0,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,1092.0,TA,Y,FuseA,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Attchd,Fin,1.0,299.0,Y,268.0,0.0,0.0,0.0,122.0,0.0,MnWw,0.0,5.0,2006.0,GroupedWD,Normal,5.14921911265538,Norm,False,False,Wd Sdng,TA_TA,TA_TA,49.0,49.0,49.0
20,RL,72.0,10152.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,Ex,Y,SBrkr,1124.0,0.0,0.0,1124.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,Fin,1.0,353.0,Y,0.0,211.0,180.0,0.0,142.0,0.0,NoFence,0.0,5.0,2006.0,GroupedWD,Normal,5.184691430817598,Norm,False,False,Wd Sdng,TA_TA,TA_TA,50.0,12.0,50.0
20,RL,72.0,10011.0,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360.0,Unf,0.0,710.0,1070.0,TA,Y,SBrkr,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2.0,1.0,Gd,6.0,Min1,1.0,Attchd,Unf,1.0,447.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,5.0,2006.0,GroupedWD,Normal,5.12856080655932,Norm,False,False,HdBoard,TA_TA,TA_TA,49.0,10.0,49.0
90,RL,68.0,7032.0,IR1,Lvl,Corner,Gtl,NAmes,Duplex,SFoyer,5,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0.0,0.0,943.0,TA,Y,SBrkr,943.0,0.0,0.0,943.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,2.0,Detchd,Unf,2.0,600.0,Y,42.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,12.0,2006.0,GroupedWD,Normal,5.1334111559110225,Norm,False,False,MetalSd,TA_TA,TA_TA,27.0,27.0,27.0
20,RL,70.0,8092.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,8,Hip,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,Ex,Y,SBrkr,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,1.0,286.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Abnorml,5.193124598354461,Norm,False,False,Wd Sdng,TA_TA,TA_Gd,52.0,6.0,52.0
20,RL,75.0,11310.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367.0,1367.0,Ex,Y,SBrkr,1375.0,0.0,0.0,1375.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Attchd,Unf,2.0,451.0,Y,0.0,30.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,5.146128035678238,Norm,False,False,Wd Sdng,TA_TA,TA_TA,52.0,52.0,52.0
20,RL,66.0,12778.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,658.0,Unf,0.0,350.0,1008.0,Ex,Y,FuseA,1008.0,0.0,0.0,1008.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,RFn,1.0,280.0,Y,0.0,154.0,0.0,0.0,0.0,0.0,MnPrv,0.0,1.0,2006.0,GroupedWD,Normal,5.144574207609616,Norm,False,False,MetalSd,TA_TA,TA_TA,54.0,3.0,54.0
20,RL,75.0,10170.0,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,6,Hip,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,TA,Y,SBrkr,1575.0,0.0,0.0,1575.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,Typ,1.0,Attchd,Unf,2.0,400.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,5.190331698170292,Norm,False,False,Wd Sdng,TA_TA,TA_TA,55.0,55.0,55.0
80,RL,55.0,7700.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,7,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301.0,Ex,Y,FuseA,1145.0,0.0,0.0,1145.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min2,0.0,Detchd,Unf,2.0,684.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,0.0,9.0,2006.0,GroupedWD,Normal,5.103803720955957,Norm,False,False,VinylSd,TA_TA,TA_TA,13.0,50.0,50.0
20,RL,65.0,11050.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488.0,Unf,0.0,517.0,1005.0,Ex,Y,SBrkr,1005.0,0.0,0.0,1005.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Attchd,Unf,1.0,319.0,Y,0.0,0.0,0.0,0.0,288.0,0.0,NoFence,0.0,7.0,2006.0,GroupedWD,Normal,5.125481265700594,Norm,False,False,Wd Sdng,TA_TA,TA_TA,50.0,50.0,50.0
20,RL,80.0,13600.0,Reg,Bnk,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,144.0,BLQ,912.0,0.0,1056.0,Gd,Y,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Fin,1.0,300.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,650.0,11.0,2006.0,GroupedWD,Normal,5.096910013008056,Norm,True,False,HdBoard,TA_TA,TA_TA,51.0,51.0,51.0
20,RL,85.0,15428.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,0.0,143.0,884.0,Ex,Y,SBrkr,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,Fin,1.0,270.0,Y,0.0,0.0,0.0,0.0,195.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,5.152288344383057,Norm,False,False,MetalSd,TA_TA,TA_TA,55.0,15.0,55.0
30,RL,118.0,21299.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,7,5,Hip,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,929.0,929.0,Ex,Y,SBrkr,2039.0,0.0,0.0,2039.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Min1,3.0,2Types,Unf,3.0,791.0,Y,0.0,0.0,90.0,0.0,0.0,0.0,NoFence,0.0,12.0,2006.0,Other,Abnorml,5.222716471147583,Norm,False,False,BrkFace,TA_TA,Gd_TA,65.0,43.0,65.0
20,RL,70.0,13300.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,494.0,Unf,0.0,521.0,1015.0,Gd,Y,SBrkr,1384.0,0.0,0.0,1384.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,0.0,Attchd,Unf,2.0,896.0,Y,75.0,0.0,0.0,323.0,0.0,0.0,NoFence,400.0,6.0,2006.0,GroupedWD,Normal,5.201397124320452,Norm,True,False,Wd Sdng,TA_TA,TA_TA,5.0,5.0,50.0
190,RL,94.0,22136.0,Reg,Lvl,Inside,Gtl,OldTown,2fmCon,1.5Fin,5,5,Gable,None,0.0,TA,Fa,CBlock,TA,TA,Mn,GLQ,1018.0,Unf,0.0,1153.0,2171.0,TA,Y,SBrkr,1392.0,1248.0,0.0,2640.0,2.0,0.0,2.0,1.0,5.0,1.0,TA,10.0,Maj1,1.0,Attchd,RFn,3.0,1008.0,N,631.0,48.0,148.0,0.0,0.0,0.0,NoFence,0.0,7.0,2006.0,GroupedWD,Normal,5.2552725051033065,Roads,False,False,MetalSd,TA_TA,TA_Fa,29.0,31.0,81.0
50,RL,50.0,7500.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,6,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,Ex,Y,FuseA,900.0,412.0,0.0,1312.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,Unf,2.0,649.0,Y,0.0,28.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2006.0,GroupedWD,Normal,5.103803720955957,Norm,False,False,VinylSd,TA_TA,TA_TA,53.0,56.0,59.0
50,RL,50.0,7000.0,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,6,6,Gable,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617.0,Unf,0.0,0.0,617.0,Gd,Y,SBrkr,865.0,445.0,0.0,1310.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,6.0,Min1,0.0,Attchd,Unf,1.0,398.0,Y,0.0,0.0,126.0,0.0,0.0,0.0,NoFence,0.0,5.0,2006.0,Other,Normal,5.049218022670182,Roads,False,False,MetalSd,TA_TA,TA_Gd,82.0,56.0,82.0
30,RL,60.0,10410.0,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,3,8,Gable,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,713.0,713.0,Ex,Y,SBrkr,713.0,0.0,0.0,713.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Detchd,Unf,1.0,371.0,N,0.0,75.0,161.0,0.0,0.0,0.0,NoFence,0.0,10.0,2006.0,GroupedWD,Normal,4.999130541287371,Norm,False,True,VinylSd,Fa_Fa,TA_Gd,70.0,5.0,76.0
20,RL,90.0,5400.0,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,7,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0.0,418.0,833.0,Ex,Y,SBrkr,833.0,0.0,0.0,833.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,Detchd,Unf,1.0,326.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,8.0,2006.0,GroupedWD,Normal,5.068185861746161,Norm,False,False,MetalSd,TA_TA,TA_Gd,51.0,6.0,52.0
30,RL,60.0,5400.0,Reg,Lvl,Corner,Sev,OldTown,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,Ex,Y,SBrkr,1073.0,0.0,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,Unf,1.0,326.0,Y,0.0,0.0,112.0,0.0,0.0,0.0,NoFence,0.0,12.0,2006.0,GroupedWD,Abnorml,5.035349676522988,Norm,False,False,MetalSd,TA_TA,TA_TA,38.0,38.0,85.0
30,RL,60.0,10914.0,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,3,3,Hip,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,715.0,Fa,N,FuseP,715.0,0.0,0.0,715.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,Unf,2.0,660.0,N,0.0,0.0,75.0,0.0,112.0,0.0,NoFence,0.0,8.0,2006.0,GroupedWD,Normal,4.832508912706237,Roads,False,True,Wd Sdng,Fa_TA,TA_Fa,39.0,56.0,77.0
50,RL,60.0,7008.0,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,4,8,Gable,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,Ex,Y,SBrkr,448.0,272.0,0.0,720.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,5.0,Typ,0.0,Attchd,Unf,1.0,280.0,Y,0.0,0.0,70.0,0.0,0.0,0.0,NoFence,0.0,3.0,2006.0,GroupedWD,Normal,4.939019776448666,Norm,False,False,MetalSd,Fa_TA,TA_Gd,106.0,8.0,106.0
30,RL,60.0,10800.0,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,6,Hip,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0.0,299.0,1120.0,Ex,Y,SBrkr,1130.0,0.0,0.0,1130.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Detchd,Unf,2.0,720.0,Y,229.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2006.0,GroupedWD,Normal,5.079181246047625,Norm,False,True,Stucco,TA_TA,TA_TA,36.0,56.0,86.0
